match_id,home_win_p1,draw_p1,away_win_p1
0,0.48898708992817913,0.2686412224489746,0.48898708992817913
1,0.48898708992817913,0.2767615596515302,0.48898708992817913
2,0.48898708992817913,0.25807559723650175,0.48898708992817913
3,0.4909635632223308,0.26835624774813643,0.4909635632223308
4,0.49518823334342943,0.259155970265806,0.49518823334342943
5,0.6059474643299283,0.23286364177923286,0.6059474643299283
6,0.4909635632223308,0.2686412224489746,0.4909635632223308
7,0.6059474643299283,0.23127620808811705,0.6059474643299283
8,0.48898708992817913,0.2577269248547357,0.48898708992817913
9,0.4938585003761109,0.26835624774813643,0.4938585003761109
10,0.4909635632223308,0.23127620808811705,0.4909635632223308
11,0.48898708992817913,0.2686412224489746,0.48898708992817913
12,0.5677730679850029,0.26689474664885243,0.5677730679850029
13,0.6059474643299283,0.25807559723650175,0.6059474643299283
14,0.6059474643299283,0.2686412224489746,0.6059474643299283
15,0.6958019801080025,0.15756767889106016,0.6958019801080025
16,0.6983329735852315,0.1347420109635224,0.6983329735852315
17,0.6030634316445805,0.26479252492115435,0.6030634316445805
18,0.566735128681843,0.32035065590896694,0.566735128681843
19,0.5674600694152342,0.2758948232878214,0.5674600694152342
20,0.6200955297501589,0.2350427887688206,0.6200955297501589
21,0.5940094740289702,0.2970712025805455,0.5940094740289702
22,0.6296021667687549,0.24470853732675876,0.6296021667687549
23,0.5970039556879145,0.22178571603954997,0.5970039556879145
24,0.5698923950165192,0.2758948232878214,0.5698923950165192
25,0.5698923950165192,0.2758948232878214,0.5698923950165192
26,0.6254927843665224,0.24497680820478762,0.6254927843665224
27,0.6009087378190847,0.2758948232878214,0.6009087378190847
28,0.6443965172790886,0.22202173409388407,0.6443965172790886
29,0.5961281241434161,0.2214131474655583,0.5961281241434161
30,0.6273436526530264,0.2350427887688206,0.6273436526530264
31,0.8047627314358246,0.138280013088988,0.8047627314358246
32,0.6273436526530264,0.24333299162644362,0.6273436526530264
33,0.7194962243626585,0.16952590873527593,0.7194962243626585
34,0.7194962243626585,0.15544858848096696,0.7194962243626585
35,0.7064167041713885,0.21686310297023975,0.7064167041713885
36,0.7228947252189801,0.15566539587864653,0.7228947252189801
37,0.680432594159849,0.23361282491795232,0.680432594159849
38,0.630047421113275,0.24497680820478762,0.630047421113275
39,0.6723664978901023,0.2187458142203161,0.6723664978901023
40,0.6254927843665224,0.24497680820478762,0.6254927843665224
41,0.6396209916977003,0.29771764837851844,0.6396209916977003
42,0.7073090190180277,0.2097815846889884,0.7073090190180277
43,0.7218278567874985,0.1494742820747934,0.7218278567874985
44,0.6789363438331112,0.23447502615286286,0.6789363438331112
45,0.5990104968630148,0.2756050536041989,0.5990104968630148
46,0.5694003016485729,0.2758948232878214,0.5694003016485729
47,0.5990104968630148,0.274118865468499,0.5990104968630148
48,0.5698923950165192,0.2668865456938472,0.5698923950165192
49,0.6001907471532609,0.2662466951316004,0.6001907471532609
50,0.6219569504773462,0.26340393492198616,0.6219569504773462
51,0.5940094740289702,0.3363713102221021,0.5940094740289702
52,0.6078818083952519,0.2758948232878214,0.6078818083952519
53,0.6318890269766004,0.24333299162644362,0.6318890269766004
54,0.6695350250761615,0.22564542146702682,0.6695350250761615
55,0.6273436526530264,0.2526289175952482,0.6273436526530264
56,0.6273436526530264,0.26340393492198616,0.6273436526530264
57,0.6009087378190847,0.2758948232878214,0.6009087378190847
58,0.6712826195213093,0.23581610380943085,0.6712826195213093
59,0.6273436526530264,0.2631225171455364,0.6273436526530264
60,0.630047421113275,0.2582271359372221,0.630047421113275
61,0.6022297093934033,0.23385257508363871,0.6022297093934033
62,0.5710487862935815,0.2025008902545904,0.5710487862935815
63,0.555632625594659,0.23385257508363871,0.555632625594659
64,0.5538354081120599,0.20220683824877678,0.5538354081120599
65,0.6455587875633882,0.2410816373470888,0.6455587875633882
